id,c_minimos
14,programacion orientada a objetos Unidad I Fundamentos de la programacion orientada a objetos Unidad II Herencia Polimorfismo Unidad III Manipulacion de archivos y manejo de excepciones Unidad IV Manejo de Colecciones Unidad V Programacion con interfaces graficas de usuario (GUI) y manejo de eventos programacion orientada a objetos Unidad I Fundamentos de la programacion orientada a objetos Unidad II Herencia Polimorfismo Unidad III Manipulacion de archivos y manejo de excepciones Unidad IV Manejo de Colecciones Unidad V Programacion con interfaces graficas de usuario (GUI) y manejo de eventos programacion orientada a objetos Unidad I Fundamentos de la programacion orientada a objetos Unidad II Herencia Polimorfismo Unidad III Manipulacion de archivos y manejo de excepciones Unidad IV Manejo de Colecciones Unidad V Programacion con interfaces graficas de usuario (GUI) y manejo de eventos programacion orientada a objetos Unidad I Fundamentos de la programacion orientada a objetos Unidad II Herencia Polimorfismo Unidad III Manipulacion de archivos y manejo de excepciones Unidad IV Manejo de Colecciones Unidad V Programacion con interfaces graficas de usuario (GUI) y manejo de eventos programacion orientada a objetos Unidad I Fundamentos de la programacion orientada a objetos Unidad II Herencia Polimorfismo Unidad III Manipulacion de archivos y manejo de excepciones Unidad IV Manejo de Colecciones Unidad V Programacion con interfaces graficas de usuario (GUI) y manejo de eventos Construccion del marco teorico y conceptual Analisis y discusion de resultados de investigacion Generacion de conclusiones y recomendaciones Modelos de presentacion de resultados Esquema final de presentacion de resultados desarrollo de la unidad de integracion curricular programacion orientada a objetos Unidad I Fundamentos de la programacion orientada a objetos Unidad II Herencia Polimorfismo Unidad III Manipulacion de archivos y manejo de excepciones Unidad IV Manejo de Colecciones Unidad V Programacion con interfaces graficas de usuario (GUI) y manejo de eventos programacion orientada a objetos Unidad I Fundamentos de la programacion orientada a objetos Unidad II Herencia Polimorfismo Unidad III Manipulacion de archivos y manejo de excepciones Unidad IV Manejo de Colecciones Unidad V Programacion con interfaces graficas de usuario (GUI) y manejo de eventos 
